"Date","Time","Symbol","Strike","Root","Expiration Date","Option","Qty","Open Interest","Trades Count","Option Volume","Total Trade Notional - Spot","Total Trade Premium","Total Edge","Contract Edge","Exchange Sequence Number","Price","Price Change","Theo","Theo Iv","Type","Exchange","Condition","Canceled Condition","Bid","Ask","Market","Premium","Spot Moneyness","Time Until Expiration","Trade Iv","Trade Iv Change","Trade Delta","Trade Gamma","Trade Vega","Trade Theta","Trade Rho","Underlying Bid","Underlying Ask","Market - Underlying","Underlying Trade Price","Underlying Change From Close","Underlying Change From Open","OnBidAsk","Market Condition"
"2024-06-26","10:18:12:093","AMZN",160,"AMZN","2024-08-16T04:00:00.000Z","AMZN Aug16 160.00 P",8000,"8567.00",12,8038,150884000,952000,"21690.14","2.71",199449105,"1.19","-0.09","1.16","0.37","P","AMEX","MultLegCross","Normal Trade","1.16","1.19","1.16 x 1.19","1.19","0.85",51.258331298828125,"36.80","0.01","-0.09","0.01","0.12","-0.04","-0.02","188.60","188.61","188.60 x 188.61","188.60","2.26","1.86","A","I"
"2024-06-26","10:18:12:093","AMZN",160,"AMZN","2024-08-16T04:00:00.000Z","AMZN Aug16 160.00 C",8000,"2268.00",1,8000,150884000,24816000,"177905.59","22.24",199449104,"31.02","1.22","31.24","0.37","C","AMEX","MultLegCross","Normal Trade","30.90","31.35","30.90 x 31.35","2.42","0.85",51.258331298828125,"34.55","-0.01","0.92","0.01","0.11","-0.03","0.20","188.60","188.61","188.60 x 188.61","188.60","2.26","1.86","I","I"
"2024-06-26","10:45:20:671","AMZN",200,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 200.00 C",1574,"16424.00",967,9657,30040576,86570,"777.05","0.49",212532565,"0.55","0.31","0.55","0.26","C","GEMX","AutoExecution","Normal Trade","0.54","0.55","0.54 x 0.55","0.55","1.05",9.2394437789917,"25.70","-0.01","0.14","0.03","0.07","-0.09","0.01","190.85","190.86","190.85 x 190.86","190.87","4.53","4.13","A","I"
"2024-06-26","10:45:04:043","AMZN",160,"AMZN","2024-08-16T04:00:00.000Z","AMZN Aug16 160.00 P",1000,"8567.00",28,10067,19065995,102000,"1116.20","1.12",314975084,"1.02","-0.26","1.03","0.37","P","AMEX","MultLegCross","Normal Trade","1.02","1.04","1.02 x 1.04","1.02","0.84",51.239723205566406,"36.86","0.01","-0.08","0.01","0.11","-0.04","-0.02","190.65","190.67","190.65 x 190.67","190.65","4.31","3.91","B","I"
"2024-06-26","10:45:04:043","AMZN",160,"AMZN","2024-08-16T04:00:00.000Z","AMZN Aug16 160.00 C",1000,"2268.00",10,10010,19065952,3312000,"1734.82","1.73",314975083,"33.12","3.32","33.14","0.37","C","AMEX","MultLegCross","Normal Trade","32.75","33.45","32.75 x 33.45","2.47","0.84",51.239723205566406,"36.81","0.01","0.92","0.01","0.11","-0.03","0.20","190.65","190.67","190.65 x 190.67","190.65","4.31","3.91","I","I"
"2024-06-26","10:32:29:942","AMZN",160,"AMZN","2024-08-16T04:00:00.000Z","AMZN Aug16 160.00 P",1000,"8567.00",17,9053,18991996,109000,"982.98","0.98",262161635,"1.09","-0.19","1.08","0.37","P","AMEX","MultLegCross","Normal Trade","1.06","1.09","1.06 x 1.09","1.09","0.84",51.2484016418457,"36.94","0.01","-0.09","0.01","0.11","-0.04","-0.02","189.91","189.93","189.91 x 189.93","189.91","3.57","3.17","A","I"
"2024-06-26","10:32:29:942","AMZN",160,"AMZN","2024-08-16T04:00:00.000Z","AMZN Aug16 160.00 C",1000,"2268.00",3,9001,18991959,3244000,"1671.84","1.67",262161634,"32.44","2.64","32.46","0.37","C","AMEX","MultLegCross","Normal Trade","32.25","32.75","32.25 x 32.75","2.53","0.84",51.2484016418457,"36.70","0.01","0.92","0.01","0.11","-0.03","0.20","189.91","189.93","189.91 x 189.93","189.91","3.57","3.17","I","I"
"2024-06-26","10:40:56:332","AMZN",280,"AMZN","2025-12-19T05:00:00.000Z","AMZN Dec19'25 280.00 C",1000,"219.00",1,1000,19027000,868000,"1165.65","1.17",199903273,"8.68","0.83","8.67","0.30","C","MIAX","MultLegAutoEx","Normal Trade","8.55","8.75","8.55 x 8.75","8.68","1.47",541.2843017578125,"29.53","0.00","0.25","0.00","0.75","-0.02","0.58","190.26","190.28","190.26 x 190.28","190.26","3.92","3.52","I","I"
"2024-06-26","10:25:42:971","AMZN",190,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 190.00 C",900,"42174.00",823,6444,17031600,423000,"478.23","0.53",154144831,"4.70","1.08","4.71","0.24","C","EMLD","AutoExecution","Normal Trade","4.65","4.70","4.65 x 4.70","4.70","1.00",23.253055572509766,"24.44","-0.00","0.52","0.03","0.19","-0.10","0.06","189.23","189.25","189.23 x 189.25","189.25","2.91","2.51","A","I"
"2024-06-26","11:10:41:942","AMZN",130,"AMZN","2025-06-20T04:00:00.000Z","AMZN Jun20'25 130.00 P",875,"5671.00",3,877,16733083,242375,"1372.76","1.57",420667182,"2.77","-0.19","2.75","0.35","P","PHLX","StkOptFlr","Normal Trade","2.74","2.80","2.74 x 2.80","2.77","0.68",359.2220764160156,"35.52","0.00","-0.08","0.00","0.29","-0.01","-0.16","191.23","191.24","191.23 x 191.24","191.23","4.89","4.49","I","I"
"2024-06-26","09:52:43:777","AMZN",192.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 192.50 C",821,"18683.00",337,2302,15409759,29556,"717.46","0.87",108544845,"0.36","0.04","0.37","0.31","C","BZX","AutoExecution","Normal Trade","0.35","0.37","0.35 x 0.37","0.36","1.03",2.2760419845581055,"30.30","0.01","0.16","0.05","0.04","-0.23","0.00","187.68","187.71","187.68 x 187.71","187.70","1.36","0.96","I","I"
"2024-06-26","10:47:39:103","AMZN",170,"AMZN","2025-01-17T05:00:00.000Z","AMZN Jan17'25 170.00 P",815,"11940.00",95,5035,15608472,566425,"11663.54","14.31",220835069,"6.95","-0.75","6.81","0.32","P","MIAX","SingLegAuctISO","Normal Trade","6.85","7.05","6.85 x 7.05","6.95","0.89",205.27951049804688,"31.93","0.01","-0.24","0.01","0.44","-0.03","-0.24","191.51","191.52","191.51 x 191.52","191.49","5.15","4.74","I","I"
"2024-06-26","09:55:12:422","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",676,"35803.00",1437,10928,12670944,55432,"281.59","0.42",118273030,"0.82","0.06","0.82","0.30","C","PHLX","SingLegAuctNonISO","Normal Trade","0.80","0.82","0.80 x 0.82","0.82","1.01",2.274235963821411,"29.85","0.02","0.30","0.08","0.05","-0.37","0.00","187.43","187.45","187.43 x 187.45","187.42","1.08","0.68","A","I"
"2024-06-26","10:46:36:438","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",651,"35803.00",7827,47575,12441912,161448,"710.57","1.09",323687903,"2.48","1.73","2.49","0.30","C","MIAX","SingLegAuctNonISO","Normal Trade","2.46","2.52","2.46 x 2.52","1.37","0.99",2.238542079925537,"30.17","0.02","0.61","0.08","0.06","-0.44","0.01","191.11","191.13","191.11 x 191.13","191.12","4.78","4.38","I","I"
"2024-06-26","10:32:03:167","AMZN",195,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 195.00 C",595,"39268.00",1278,14116,11301430,175525,"858.83","1.44",174843671,"2.95","0.93","2.94","0.25","C","CBOE","StkOptAuct","Normal Trade","2.96","2.99","2.96 x 2.99","2.95","1.03",23.248680114746094,"24.60","-0.00","0.38","0.03","0.18","-0.10","0.04","189.93","189.95","189.93 x 189.95","189.94","3.60","3.20","L","I"
"2024-06-26","10:45:47:988","AMZN",200,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 200.00 C",500,"16666.00",444,4384,9553475,6000,"64.61","0.13",319146854,"0.12","0.08","0.12","0.36","C","EDGX","AutoExecution","Normal Trade","0.11","0.12","0.11 x 0.12","0.12","1.05",2.2390971183776855,"35.55","-0.00","0.06","0.02","0.02","-0.10","0.00","191.06","191.08","191.06 x 191.08","191.07","4.73","4.33","A","I"
"2024-06-26","10:45:31:635","AMZN",185,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 185.00 P",500,"13921.00",1629,8678,9553500,10000,"41.42","0.08",317649058,"0.20","-0.69","0.20","0.32","P","EDGX","AutoExecution","Normal Trade","0.20","0.21","0.20 x 0.21","0.20","0.97",2.2393059730529785,"31.64","0.04","-0.09","0.03","0.03","-0.15","-0.00","191.06","191.08","191.06 x 191.08","191.08","4.74","4.34","B","I"
"2024-06-26","10:28:39:815","AMZN",210,"AMZN","2024-10-18T04:00:00.000Z","AMZN Oct18 210.00 C",500,"5609.00",111,833,9469311,302500,"1505.65","3.01",242763046,"6.05","0.80","6.02","0.29","C","ARCA","AutoExecution","Normal Trade","6.05","6.10","6.05 x 6.10","6.05","1.11",114.25104522705078,"28.78","0.00","0.33","0.01","0.39","-0.05","0.18","189.37","189.40","189.37 x 189.40","189.39","3.05","2.65","B","I"
"2024-06-26","10:40:56:332","AMZN",235,"AMZN","2025-12-19T05:00:00.000Z","AMZN Dec19'25 235.00 C",500,"506.00",1,500,9513502,914500,"1900.81","3.80",199903272,"18.29","1.41","18.33","0.30","C","MIAX","MultLegAutoEx","Normal Trade","18.20","18.45","18.20 x 18.45","18.29","1.24",541.2841796875,"30.20","0.00","0.44","0.01","0.92","-0.02","0.95","190.26","190.28","190.26 x 190.28","190.26","3.92","3.52","I","I"
"2024-06-26","10:16:51:281","AMZN",195,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 195.00 C",500,"39268.00",453,4164,9423250,124000,"903.99","1.81",131508534,"2.48","0.46","2.46","0.25","C","ARCA","AutoExecution","Normal Trade","2.48","2.50","2.48 x 2.50","2.48","1.03",23.259235382080078,"24.86","0.00","0.33","0.03","0.17","-0.09","0.04","188.46","188.47","188.46 x 188.47","188.46","2.12","1.72","B","I"
"2024-06-26","09:34:05:279","AMZN",190,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 190.00 C",500,"42174.00",74,1186,9321051,172500,"939.01","1.88",16820908,"3.45","-0.17","3.43","0.25","C","PEARL","AutoExecution","Normal Trade","3.45","3.50","3.45 x 3.50","3.45","1.02",23.288888931274414,"24.73","0.00","0.42","0.03","0.18","-0.10","0.05","186.41","186.43","186.41 x 186.43","186.42","0.08","-0.32","B","I"
"2024-06-26","09:32:14:367","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",500,"35803.00",180,2117,9351000,37500,"650.49","1.30",14798623,"0.75","-0.00","0.74","0.30","C","NASD","AutoExecution","Normal Trade","0.73","0.76","0.73 x 0.76","0.75","1.02",2.2901389598846436,"30.70","0.03","0.27","0.07","0.05","-0.35","0.00","187.00","187.04","187.00 x 187.04","187.02","0.68","0.28","I","I"
"2024-06-26","10:46:07:103","AMZN",210,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 210.00 C",499,"3474.00",30,949,9542376,998,"101.14","0.20",320459506,"0.02","0.00","0.02","0.49","C","AMEX","SingLegAuctNonISO","Normal Trade","0.01","0.02","0.01 x 0.02","0.02","1.10",2.2389578819274902,"49.34","0.00","0.01","0.00","0.00","-0.02","0.00","191.22","191.24","191.22 x 191.24","191.24","4.90","4.50","A","I"
"2024-06-26","10:56:21:598","AMZN",120,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 120.00 P",499,"4489.00",3,600,9535640,1497,"489.10","0.98",246407340,"0.03","0.00","0.02","0.67","P","MRX","SingLegAuctNonISO","Normal Trade","0.01","0.03","0.01 x 0.03","0.03","0.63",23.2318058013916,"69.78","0.06","-0.00","0.00","0.00","-0.01","-0.00","191.08","191.11","191.08 x 191.11","191.10","4.76","4.35","A","I"
"2024-06-26","10:33:49:344","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",499,"73714.00",1133,6171,9480001,84830,"964.43","1.93",180173118,"1.70","0.64","1.72","0.26","C","MIAX","SingLegAuctNonISO","Normal Trade","1.70","1.71","1.70 x 1.71","1.70","1.05",23.2474308013916,"25.50","-0.00","0.24","0.03","0.15","-0.08","0.03","189.97","189.99","189.97 x 189.99","189.98","3.64","3.24","B","I"
"2024-06-26","10:16:41:407","AMZN",195,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 195.00 C",497,"39268.00",371,2105,9358758,120274,"673.56","1.36",130902971,"2.42","0.40","2.41","0.25","C","EDGX","AutoExecution","Normal Trade","2.40","2.42","2.40 x 2.42","2.42","1.04",23.259305953979492,"24.81","0.00","0.33","0.03","0.17","-0.09","0.04","188.30","188.31","188.30 x 188.31","188.31","1.97","1.57","A","I"
"2024-06-26","10:24:49:943","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",494,"35803.00",4033,26432,9337870,66690,"434.70","0.88",224300967,"1.35","0.60","1.34","0.29","C","ARCA","IntermarketSweep","Normal Trade","1.34","1.35","1.34 x 1.35","1.35","1.01",2.2537500858306885,"29.30","0.01","0.43","0.09","0.06","-0.43","0.00","189.02","189.03","189.02 x 189.03","189.05","2.71","2.31","A","I"
"2024-06-26","10:45:17:017","AMZN",170,"AMZN","2025-01-17T05:00:00.000Z","AMZN Jan17'25 170.00 P",494,"11940.00",25,1907,9427002,345800,"5133.67","10.39",212318065,"7.00","-0.70","6.90","0.31","P","PHLX","AutoExecution","Normal Trade","6.90","7.00","6.90 x 7.00","7.00","0.89",205.28111267089844,"31.68","0.01","-0.24","0.01","0.44","-0.03","-0.24","190.82","190.84","190.82 x 190.84","190.83","4.49","4.09","A","I"
"2024-06-26","11:05:47:956","AMZN",200,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 200.00 C",489,"16666.00",946,12357,9343812,5379,"303.28","0.62",402357265,"0.11","0.06","0.10","0.35","C","PHLX","SingLegAuctNonISO","Normal Trade","0.10","0.11","0.10 x 0.11","0.11","1.05",2.225277900695801,"34.99","-0.01","0.05","0.02","0.02","-0.09","0.00","191.07","191.09","191.07 x 191.09","191.09","4.75","4.35","A","I"
"2024-06-26","10:18:09:974","AMZN",195,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 195.00 C",489,"39268.00",560,7034,9221345,127140,"1541.58","3.15",134765802,"2.60","0.58","2.57","0.25","C","EDGX","AutoExecution","Normal Trade","2.60","2.63","2.60 x 2.63","2.60","1.03",23.258333206176758,"25.33","0.01","0.34","0.03","0.17","-0.10","0.04","188.57","188.58","188.57 x 188.58","188.58","2.24","1.84","B","I"
"2024-06-26","10:47:02:805","AMZN",195,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 195.00 C",486,"39268.00",2076,18257,9286490,174474,"1445.52","2.97",218759938,"3.59","1.57","3.56","0.26","C","CBOE","SingLegAuctNonISO","Normal Trade","3.50","3.60","3.50 x 3.60","3.59","1.02",23.238264083862305,"25.67","0.01","0.42","0.03","0.19","-0.10","0.05","191.07","191.09","191.07 x 191.09","191.09","4.75","4.35","I","I"
"2024-06-26","10:45:17:017","AMZN",170,"AMZN","2025-01-17T05:00:00.000Z","AMZN Jan17'25 170.00 P",452,"11940.00",24,1413,8625520,316400,"4698.09","10.39",212318046,"7.00","-0.70","6.90","0.31","P","ISE","AutoExecution","Normal Trade","6.90","7.00","6.90 x 7.00","7.00","0.89",205.28111267089844,"31.68","0.01","-0.24","0.01","0.44","-0.03","-0.24","190.82","190.84","190.82 x 190.84","190.83","4.49","4.09","A","I"
"2024-06-26","10:43:23:408","AMZN",195,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 195.00 C",444,"21772.00",1487,9728,8459310,20424,"521.87","1.18",308152149,"0.46","0.31","0.47","0.32","C","ISE","AutoExecution","Normal Trade","0.45","0.46","0.45 x 0.46","0.46","1.02",2.2407639026641846,"31.41","0.01","0.18","0.06","0.04","-0.28","0.00","190.52","190.53","190.52 x 190.53","190.52","4.18","3.78","A","I"
"2024-06-26","11:05:51:573","AMZN",190,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 190.00 C",437,"42174.00",2185,16740,8347384,244720,"362.64","0.83",269459791,"5.60","1.98","5.61","0.24","C","EDGX","AutoExecution","Normal Trade","5.60","5.70","5.60 x 5.70","4.59","0.99",23.225139617919922,"24.15","-0.00","0.58","0.03","0.19","-0.10","0.07","191.01","191.02","191.01 x 191.02","190.98","4.64","4.24","B","I"
"2024-06-26","10:32:24:408","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",435,"73714.00",991,4894,8266739,73950,"119.67","0.28",175919159,"1.70","0.64","1.70","0.25","C","NASD","AutoExecution","Normal Trade","1.67","1.70","1.67 x 1.70","1.70","1.05",23.248403549194336,"25.41","-0.00","0.25","0.03","0.15","-0.08","0.03","190.04","190.04","190.04 x 190.04","190.03","3.69","3.29","A","I"
"2024-06-26","09:44:13:089","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",423,"35803.00",952,7463,7921096,33417,"675.43","1.60",74712811,"0.79","0.04","0.77","0.30","C","AMEX","SingLegAuctNonISO","Normal Trade","0.78","0.80","0.78 x 0.80","0.79","1.01",2.281874895095825,"30.25","0.02","0.29","0.08","0.05","-0.36","0.00","187.25","187.27","187.25 x 187.27","187.26","0.92","0.52","I","I"
"2024-06-26","10:31:10:744","AMZN",187.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 187.50 C",419,"11945.00",2419,11474,7947374,129890,"1071.45","2.56",255946947,"3.10","1.44","3.07","0.28","C","EDGX","AutoExecution","Normal Trade","3.05","3.10","3.05 x 3.10","0.93","0.99",2.2493059635162354,"29.00","0.02","0.71","0.08","0.05","-0.36","0.01","189.67","189.68","189.67 x 189.68","189.69","3.35","2.95","A","I"
"2024-06-26","10:14:04:120","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",404,"35803.00",2260,15477,7595200,38380,"297.16","0.74",183602748,"0.95","0.19","0.94","0.29","C","NASD","AutoExecution","Normal Trade","0.94","0.95","0.94 x 0.95","0.95","1.01",2.26111102104187,"29.05","0.01","0.34","0.08","0.05","-0.39","0.00","187.99","188.01","187.99 x 188.01","188.00","1.66","1.26","A","I"
"2024-06-26","10:45:20:141","AMZN",240,"AMZN","2024-08-16T04:00:00.000Z","AMZN Aug16 240.00 C",400,"5724.00",112,1107,7633000,22400,"758.04","1.90",316461668,"0.56","0.19","0.54","0.35","C","NASD","AutoExecution","Normal Trade","0.54","0.57","0.54 x 0.57","0.56","1.26",51.239444732666016,"35.37","0.00","0.06","0.00","0.08","-0.03","0.01","190.82","190.83","190.82 x 190.83","190.83","4.49","4.09","I","I"
"2024-06-26","10:47:05:852","AMZN",195,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 195.00 C",395,"39268.00",2098,19324,7550029,143385,"1770.76","4.48",219002765,"3.63","1.61","3.59","0.26","C","ISE","SingLegAuctISO","Normal Trade","3.55","3.60","3.55 x 3.60","3.63","1.02",23.23819351196289,"25.75","0.01","0.42","0.03","0.19","-0.10","0.05","191.13","191.15","191.13 x 191.15","191.15","4.81","4.41","G","I"
"2024-06-26","10:46:51:246","AMZN",200,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 200.00 C",392,"16666.00",505,5408,7493472,5488,"129.05","0.33",324875875,"0.14","0.09","0.14","0.36","C","MRX","AutoExecution","Normal Trade","0.13","0.14","0.13 x 0.14","0.14","1.05",2.238403081893921,"36.42","0.01","0.06","0.02","0.02","-0.11","0.00","191.15","191.17","191.15 x 191.17","191.16","4.82","4.42","A","I"
"2024-06-26","10:45:30:860","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",390,"73714.00",1877,16925,7448025,78000,"577.15","1.48",213144323,"2.00","0.94","2.01","0.26","C","CBOE","SingLegAuctNonISO","Normal Trade","2.00","2.03","2.00 x 2.03","2.00","1.05",23.23930549621582,"25.82","0.00","0.27","0.03","0.16","-0.09","0.03","190.97","190.98","190.97 x 190.98","190.98","4.64","4.24","B","I"
"2024-06-26","10:49:01:834","AMZN",192.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 192.50 P",380,"413.00",201,1237,7272440,91200,"675.76","1.78",336414843,"2.40","-3.22","2.42","0.31","P","ISE","MultLegAutoEx","Normal Trade","2.36","2.42","2.36 x 2.42","1.27","1.01",2.236875057220459,"30.75","0.03","-0.58","0.09","0.06","-0.46","-0.01","191.37","191.39","191.37 x 191.39","191.38","5.04","4.64","I","I"
"2024-06-26","10:49:01:834","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 P",380,"2597.00",1393,8717,7272440,43320,"55.63","0.15",336414842,"1.14","-2.43","1.14","0.30","P","ISE","MultLegAutoEx","Normal Trade","1.13","1.16","1.13 x 1.16","1.14","0.99",2.236875057220459,"29.95","0.03","-0.37","0.08","0.06","-0.43","-0.00","191.37","191.39","191.37 x 191.39","191.38","5.04","4.64","I","I"
"2024-06-26","09:49:44:809","AMZN",190,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 190.00 C",380,"42174.00",229,2038,7128040,146680,"2120.58","5.58",65288035,"3.86","0.23","3.92","0.25","C","BOX","MultLegFlr","Normal Trade","3.90","3.95","3.90 x 3.95","3.86","1.01",23.27805519104004,"24.24","-0.00","0.46","0.03","0.19","-0.10","0.05","187.57","187.59","187.57 x 187.59","187.59","1.25","0.85","L","I"
"2024-06-26","09:49:44:809","AMZN",170,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 170.00 P",380,"51289.00",22,425,7128039,15960,"441.15","1.16",65288034,"0.42","0.02","0.41","0.28","P","BOX","MultLegFlr","Normal Trade","0.41","0.42","0.41 x 0.42","0.42","0.91",23.277986526489258,"28.16","0.01","-0.07","0.01","0.07","-0.04","-0.01","187.57","187.59","187.57 x 187.59","187.59","1.25","0.85","A","I"
"2024-06-26","11:04:05:466","AMZN",200,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 200.00 C",379,"16666.00",913,10999,7232646,3790,"295.91","0.78",396178202,"0.10","0.05","0.09","0.35","C","CBOE","SingLegAuctNonISO","Normal Trade","0.09","0.10","0.09 x 0.10","0.10","1.05",2.226388931274414,"35.12","-0.01","0.05","0.02","0.02","-0.09","0.00","190.82","190.85","190.82 x 190.85","190.83","4.49","4.09","A","I"
"2024-06-26","09:52:47:330","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",367,"73714.00",230,1436,6888589,44774,"185.03","0.50",74353782,"1.22","0.16","1.21","0.26","C","NASD","AutoExecution","Normal Trade","1.21","1.24","1.21 x 1.24","1.22","1.07",23.275903701782227,"25.56","0.00","0.19","0.02","0.13","-0.07","0.02","187.69","187.71","187.69 x 187.71","187.73","1.39","0.99","I","I"
"2024-06-26","10:16:46:878","AMZN",195,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 195.00 C",359,"39268.00",445,3560,6764457,88673,"876.15","2.44",131261371,"2.47","0.45","2.45","0.25","C","NASD","IntermarketSweep","Normal Trade","2.43","2.47","2.43 x 2.47","2.47","1.03",23.259235382080078,"24.88","0.00","0.33","0.03","0.17","-0.09","0.04","188.42","188.43","188.42 x 188.43","188.42","2.08","1.68","A","I"
"2024-06-26","10:55:41:743","AMZN",190,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 190.00 C",356,"42174.00",1940,13348,6799428,199360,"906.48","2.55",244601003,"5.60","1.98","5.63","0.24","C","ISE","AutoExecution","Normal Trade","5.60","5.75","5.60 x 5.75","4.62","0.99",23.23229217529297,"24.22","-0.00","0.57","0.03","0.19","-0.10","0.07","190.98","191.01","190.98 x 191.01","190.99","4.65","4.24","B","I"
"2024-06-26","09:33:55:681","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",339,"35803.00",265,2858,6323367,20340,"468.77","1.38",23719882,"0.60","-0.16","0.61","0.30","C","NASDBX","AutoExecution","Normal Trade","0.59","0.63","0.59 x 0.63","0.60","1.02",2.2890970706939697,"30.16","0.02","0.23","0.07","0.05","-0.31","0.00","186.51","186.55","186.51 x 186.55","186.52","0.18","-0.22","I","I"
"2024-06-26","10:47:39:103","AMZN",170,"AMZN","2025-01-17T05:00:00.000Z","AMZN Jan17'25 170.00 P",335,"11940.00",93,4219,6415752,232155,"4124.22","12.31",220835054,"6.93","-0.77","6.81","0.32","P","MIAX","SingLegAuctISO","Normal Trade","6.85","7.05","6.85 x 7.05","6.93","0.89",205.27951049804688,"31.89","0.01","-0.24","0.01","0.44","-0.03","-0.24","191.51","191.52","191.51 x 191.52","191.49","5.15","4.74","I","I"
"2024-06-26","10:48:55:043","AMZN",210,"AMZN","2024-10-18T04:00:00.000Z","AMZN Oct18 210.00 C",331,"5609.00",211,1990,6329878,226735,"1434.82","4.33",335701653,"6.85","1.60","6.81","0.29","C","EMLD","AutoExecution","Normal Trade","6.85","6.90","6.85 x 6.90","6.85","1.10",114.23694610595703,"29.21","0.01","0.36","0.01","0.40","-0.05","0.19","191.23","191.24","191.23 x 191.24","191.22","4.88","4.48","B","I"
"2024-06-26","10:45:12:441","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",329,"73714.00",1752,14815,6277813,64484,"1168.63","3.55",212146724,"1.96","0.90","1.92","0.26","C","MEMX","AutoExecution","Normal Trade","1.96","1.97","1.96 x 1.97","1.96","1.05",23.239513397216797,"25.84","0.00","0.27","0.03","0.16","-0.09","0.03","190.80","190.83","190.80 x 190.83","190.82","4.48","4.08","B","I"
"2024-06-26","10:20:05:182","AMZN",202.5,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 202.50 C",329,"1161.00",43,1469,6205433,6580,"154.18","0.47",139475091,"0.20","0.05","0.20","0.27","C","EMLD","AutoExecution","Normal Trade","0.20","0.21","0.20 x 0.21","0.20","1.07",9.256943702697754,"27.25","-0.01","0.06","0.01","0.04","-0.05","0.00","188.60","188.63","188.60 x 188.63","188.61","2.27","1.87","B","I"
"2024-06-26","10:37:40:538","AMZN",210,"AMZN","2024-10-18T04:00:00.000Z","AMZN Oct18 210.00 C",309,"5609.00",148,1393,5868991,194670,"1018.54","3.30",283611935,"6.30","1.05","6.27","0.29","C","ARCA","AutoExecution","Normal Trade","6.30","6.35","6.30 x 6.35","6.30","1.11",114.24485778808594,"28.96","0.00","0.34","0.01","0.39","-0.05","0.18","189.93","189.94","189.93 x 189.94","189.94","3.60","3.20","B","I"
"2024-06-26","10:16:49:909","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",309,"73714.00",415,2278,5822487,41715,"93.32","0.30",131387568,"1.35","0.29","1.35","0.25","C","PHLX","SingLegAuctNonISO","Normal Trade","1.35","1.37","1.35 x 1.37","1.35","1.06",23.259235382080078,"25.46","-0.00","0.21","0.02","0.14","-0.07","0.02","188.42","188.44","188.42 x 188.44","188.43","2.09","1.69","B","I"
"2024-06-26","10:45:12:441","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",308,"73714.00",1745,13166,5877123,60368,"1088.36","3.53",212146643,"1.96","0.90","1.92","0.26","C","ARCA","AutoExecution","Normal Trade","1.96","1.97","1.96 x 1.97","1.96","1.05",23.239513397216797,"25.84","0.00","0.27","0.03","0.16","-0.09","0.03","190.80","190.83","190.80 x 190.83","190.82","4.48","4.08","B","I"
