"Date","Time","Symbol","Strike","Root","Expiration Date","Option","Qty","Open Interest","Trades Count","Option Volume","Total Trade Notional - Spot","Total Trade Premium","Total Edge","Contract Edge","Exchange Sequence Number","Price","Price Change","Theo","Theo Iv","Type","Exchange","Condition","Canceled Condition","Bid","Ask","Market","Premium","Spot Moneyness","Time Until Expiration","Trade Iv","Trade Iv Change","Trade Delta","Trade Gamma","Trade Vega","Trade Theta","Trade Rho","Underlying Bid","Underlying Ask","Market - Underlying","Underlying Trade Price","Underlying Change From Close","Underlying Change From Open","OnBidAsk","Market Condition"
"2024-06-26","10:47:58:213","AMZN",180,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 180.00 C",46,"18608.00",157,490,881612,61824,"4.22","0.09",221978086,"13.44","3.89","13.44","0.26","C","MIAX","MultLegAutoEx","Normal Trade","13.25","13.50","13.25 x 13.50","1.79","0.94",23.23756980895996,"26.31","0.02","0.85","0.02","0.11","-0.06","0.09","191.65","191.66","191.65 x 191.66","191.63","5.29","4.89","I","I"
"2024-06-26","10:47:20:654","AMZN",195,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 195.00 C",46,"10553.00",2009,13302,880279,7452,"18.47","0.40",219685564,"1.62","0.99","1.62","0.24","C","BZX","AutoExecution","Normal Trade","1.62","1.62","1.62 x 1.62","1.62","1.02",9.237985610961914,"24.23","-0.00","0.34","0.05","0.11","-0.15","0.02","191.36","191.37","191.36 x 191.37","191.36","5.02","4.62","A","K"
"2024-06-26","10:45:01:570","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",46,"73714.00",1667,11196,877059,8694,"110.51","2.40",211428380,"1.89","0.83","1.87","0.25","C","MEMX","AutoExecution","Normal Trade","1.87","1.89","1.87 x 1.89","1.89","1.05",23.239652633666992,"25.65","0.00","0.26","0.03","0.16","-0.09","0.03","190.66","190.67","190.66 x 190.67","190.65","4.31","3.91","A","I"
"2024-06-26","10:43:52:280","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",46,"73714.00",1540,8663,876231,8280,"31.15","0.68",208176024,"1.80","0.74","1.79","0.25","C","GEMX","AutoExecution","Normal Trade","1.78","1.83","1.78 x 1.83","1.80","1.05",23.24048614501953,"25.36","-0.00","0.26","0.03","0.16","-0.08","0.03","190.48","190.49","190.48 x 190.49","190.50","4.16","3.76","I","I"
"2024-06-26","10:20:33:787","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",46,"73714.00",545,2798,867261,6348,"155.00","3.37",140630536,"1.38","0.32","1.41","0.26","C","BOX","AutoExecution","Normal Trade","1.38","1.39","1.38 x 1.39","1.38","1.06",23.2565975189209,"25.52","-0.00","0.21","0.02","0.14","-0.07","0.02","188.53","188.54","188.53 x 188.54","188.52","2.18","1.78","B","I"
"2024-06-26","10:18:26:947","AMZN",195,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 195.00 C",46,"39268.00",596,7999,867882,12144,"174.45","3.79",135493001,"2.64","0.62","2.60","0.25","C","NASD","AutoExecution","Normal Trade","2.60","2.64","2.60 x 2.64","2.64","1.03",23.25812530517578,"25.37","0.01","0.34","0.03","0.18","-0.10","0.04","188.66","188.68","188.66 x 188.68","188.67","2.33","1.93","A","I"
"2024-06-26","10:15:17:876","AMZN",205,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 205.00 C",46,"1945.00",37,388,865835,552,"3.50","0.08",127303385,"0.12","0.03","0.12","0.29","C","EMLD","AutoExecution","Normal Trade","0.11","0.12","0.11 x 0.12","0.12","1.09",9.260347366333008,"28.71","-0.00","0.04","0.01","0.03","-0.03","0.00","188.21","188.24","188.21 x 188.24","188.23","1.89","1.49","A","I"
"2024-06-26","09:54:14:833","AMZN",192.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 192.50 C",46,"18683.00",360,2420,863004,1610,"29.55","0.64",114732479,"0.35","0.03","0.36","0.31","C","ISE","SingLegAuctNonISO","Normal Trade","0.35","0.36","0.35 x 0.36","0.35","1.03",2.2748610973358154,"30.40","0.01","0.15","0.05","0.04","-0.22","0.00","187.60","187.62","187.60 x 187.62","187.60","1.26","0.86","B","I"
"2024-06-26","09:43:24:580","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",46,"35803.00",874,5822,861373,3542,"6.49","0.14",71381859,"0.77","0.01","0.77","0.30","C","EDGX","AutoExecution","Normal Trade","0.77","0.79","0.77 x 0.79","0.77","1.01",2.28243088722229,"29.88","0.02","0.28","0.08","0.05","-0.35","0.00","187.24","187.27","187.24 x 187.27","187.27","0.93","0.53","B","I"
"2024-06-26","09:36:46:285","AMZN",187.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 187.50 C",46,"11945.00",392,2661,861050,7682,"2.44","0.05",39348560,"1.67","0.01","1.67","0.30","C","ARCA","AutoExecution","Normal Trade","1.64","1.67","1.64 x 1.67","1.67","1.00",2.2870140075683594,"29.65","0.02","0.49","0.09","0.06","-0.44","0.01","187.18","187.19","187.18 x 187.19","187.19","0.85","0.45","A","I"
"2024-06-26","09:31:38:826","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",46,"35803.00",144,816,858884,3082,"44.86","0.98",11124835,"0.67","-0.09","0.66","0.31","C","MIAX","AutoExecution","Normal Trade","0.65","0.67","0.65 x 0.67","0.67","1.02",2.2906250953674316,"30.71","0.03","0.25","0.07","0.05","-0.33","0.00","186.70","186.73","186.70 x 186.73","186.71","0.37","-0.03","A","I"
"2024-06-26","11:11:51:014","AMZN",195,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 195.00 C",45,"21772.00",3848,27142,858870,2115,"86.09","1.91",426528827,"0.47","0.32","0.49","0.31","C","PHLX","IntermarketSweep","Normal Trade","0.47","0.49","0.47 x 0.49","0.47","1.02",2.2209720611572266,"30.23","-0.00","0.19","0.06","0.04","-0.28","0.00","190.85","190.87","190.85 x 190.87","190.87","4.53","4.13","B","I"
"2024-06-26","11:08:45:231","AMZN",200,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 200.00 C",45,"16666.00",967,12735,860984,540,"22.62","0.50",413479008,"0.12","0.08","0.11","0.35","C","CBOE","SingLegAuctNonISO","Normal Trade","0.11","0.12","0.11 x 0.12","0.12","1.05",2.22326397895813,"34.81","-0.01","0.06","0.02","0.02","-0.10","0.00","191.32","191.34","191.32 x 191.34","191.33","4.99","4.59","A","I"
"2024-06-26","11:07:51:055","AMZN",202.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 202.50 C",45,"4077.00",123,568,860422,270,"14.01","0.31",409959077,"0.06","0.03","0.06","0.38","C","PHLX","AutoExecution","Normal Trade","0.05","0.06","0.05 x 0.06","0.06","1.06",2.2238190174102783,"37.86","-0.02","0.03","0.01","0.01","-0.05","0.00","191.20","191.21","191.20 x 191.21","191.20","4.86","4.46","A","I"
"2024-06-26","11:06:52:021","AMZN",195,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 195.00 C",45,"21772.00",3578,25567,860265,2475,"2.84","0.06",406664346,"0.55","0.41","0.55","0.31","C","EMLD","AutoExecution","Normal Trade","0.54","0.55","0.54 x 0.55","0.55","1.02",2.2245140075683594,"30.61","-0.00","0.22","0.06","0.04","-0.31","0.00","191.16","191.18","191.16 x 191.18","191.17","4.83","4.43","A","I"
"2024-06-26","10:55:47:207","AMZN",195,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 195.00 P",45,"1402.00",147,841,859657,19800,"56.17","1.25",365481393,"4.40","-3.60","4.41","0.31","P","BZX","AutoExecution","Normal Trade","4.40","4.50","4.40 x 4.50","0.43","1.02",2.2321529388427734,"30.67","0.07","-0.80","0.06","0.04","-0.30","-0.01","191.03","191.04","191.03 x 191.04","191.04","4.70","4.29","B","I"
"2024-06-26","10:54:16:527","AMZN",195,"AMZN","2024-07-26T04:00:00.000Z","AMZN(W) Jul26 195.00 C",45,"2879.00",169,781,858622,22725,"198.33","4.41",358194194,"5.05","1.42","5.09","0.29","C","PEARL","AutoExecution","Normal Trade","5.05","5.20","5.05 x 5.20","5.05","1.02",30.23319435119629,"29.29","-0.00","0.44","0.02","0.22","-0.11","0.07","190.80","190.81","190.80 x 190.81","190.80","4.46","4.06","B","I"
"2024-06-26","10:53:38:955","AMZN",185,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 185.00 C",45,"8337.00",824,3287,857767,26325,"392.58","8.72",355639454,"5.85","2.75","5.94","0.30","C","PHLX","AutoExecution","Normal Trade","5.85","5.90","5.85 x 5.90","0.24","0.97",2.2336111068725586,"26.70","-0.01","0.93","0.03","0.02","-0.10","0.01","190.61","190.62","190.61 x 190.62","190.61","4.27","3.87","B","I"
"2024-06-26","10:53:32:361","AMZN",190,"AMZN","2024-07-12T04:00:00.000Z","AMZN(W) Jul12 190.00 C",45,"6773.00",583,2208,858082,20475,"257.74","5.73",355101511,"4.55","1.79","4.49","0.24","C","NASDBX","AutoExecution","Normal Trade","4.50","4.55","4.50 x 4.55","3.87","1.00",16.233680725097656,"24.22","0.00","0.56","0.04","0.16","-0.12","0.05","190.68","190.69","190.68 x 190.69","190.69","4.35","3.95","A","I"
"2024-06-26","10:53:31:465","AMZN",192.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 192.50 C",45,"18683.00",6369,33088,858082,4770,"18.29","0.41",355005523,"1.06","0.74","1.06","0.30","C","EMLD","AutoExecution","Normal Trade","1.04","1.06","1.04 x 1.06","1.06","1.01",2.2336809635162354,"29.82","0.01","0.36","0.08","0.06","-0.42","0.00","190.68","190.69","190.68 x 190.69","190.68","4.34","3.94","A","I"
"2024-06-26","10:51:57:795","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",8734,51723,859567,10800,"184.81","4.11",348670524,"2.40","1.64","2.36","0.29","C","NASDBX","AutoExecution","Normal Trade","2.37","2.42","2.37 x 2.42","1.39","0.99",2.234860897064209,"29.94","0.02","0.60","0.09","0.06","-0.44","0.01","191.01","191.02","191.01 x 191.02","191.00","4.66","4.26","I","I"
"2024-06-26","10:51:41:155","AMZN",200,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 200.00 C",45,"16666.00",708,7719,860512,540,"15.45","0.34",347564645,"0.12","0.08","0.12","0.35","C","MIAX","SingLegAuctNonISO","Normal Trade","0.11","0.12","0.11 x 0.12","0.12","1.05",2.2351388931274414,"35.08","-0.01","0.06","0.02","0.02","-0.10","0.00","191.22","191.23","191.22 x 191.23","191.25","4.91","4.51","A","I"
"2024-06-26","10:48:12:977","AMZN",195,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 195.00 P",45,"1402.00",111,702,862245,18225,"9.45","0.21",332115585,"4.05","-3.95","4.05","0.33","P","ARCA","AutoExecution","Normal Trade","4.05","4.10","4.05 x 4.10","0.65","1.02",2.237431049346924,"32.75","0.09","-0.75","0.07","0.05","-0.38","-0.01","191.60","191.62","191.60 x 191.62","191.61","5.27","4.87","B","I"
"2024-06-26","10:46:53:773","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",7891,47947,860063,11205,"86.27","1.92",325099755,"2.49","1.74","2.47","0.30","C","NASD","AutoExecution","Normal Trade","2.48","2.52","2.48 x 2.52","1.38","0.99",2.238332986831665,"30.29","0.02","0.61","0.08","0.06","-0.44","0.01","191.11","191.14","191.11 x 191.14","191.14","4.80","4.40","I","I"
"2024-06-26","10:46:45:444","AMZN",210,"AMZN","2024-08-02T04:00:00.000Z","AMZN(W) Aug02 210.00 C",45,"1568.00",41,125,859950,14085,"208.95","4.64",324366089,"3.13","0.97","3.08","0.37","C","MRX","SingLegAuctNonISO","Normal Trade","3.05","3.20","3.05 x 3.20","3.13","1.10",37.23854064941406,"36.91","0.00","0.25","0.01","0.19","-0.10","0.05","191.09","191.11","191.09 x 191.11","191.11","4.77","4.37","I","I"
"2024-06-26","10:46:11:671","AMZN",200,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 200.00 C",45,"16666.00",460,4645,860940,630,"27.77","0.62",321006285,"0.14","0.09","0.13","0.36","C","MRX","AutoExecution","Normal Trade","0.13","0.14","0.13 x 0.14","0.14","1.05",2.238818883895874,"35.87","0.00","0.06","0.02","0.02","-0.11","0.00","191.31","191.33","191.31 x 191.33","191.33","4.99","4.59","A","I"
"2024-06-26","10:45:11:696","AMZN",250,"AMZN","2024-09-20T04:00:00.000Z","AMZN Sep20 250.00 C",45,"1891.00",14,189,858690,2790,"30.11","0.67",315824412,"0.62","0.17","0.61","0.31","C","PEARL","AutoExecution","Normal Trade","0.61","0.62","0.61 x 0.62","0.62","1.31",86.23951721191406,"31.24","-0.00","0.05","0.00","0.11","-0.02","0.02","190.81","190.83","190.81 x 190.83","190.82","4.48","4.08","A","I"
"2024-06-26","10:43:17:436","AMZN",192.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 192.50 C",45,"18683.00",3620,20371,856957,4545,"3.85","0.09",307508688,"1.01","0.69","1.01","0.30","C","EDGX","SingLegAuctNonISO","Normal Trade","0.99","1.01","0.99 x 1.01","1.01","1.01",2.240833044052124,"30.42","0.01","0.34","0.08","0.05","-0.41","0.00","190.43","190.44","190.43 x 190.44","190.44","4.10","3.70","A","I"
"2024-06-26","10:41:28:265","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",6986,41918,855115,8190,"128.07","2.85",299494197,"1.82","1.07","1.85","0.30","C","AMEX","AutoExecution","Normal Trade","1.82","1.85","1.82 x 1.85","1.81","1.00",2.2420830726623535,"29.41","0.01","0.52","0.09","0.06","-0.45","0.01","190.01","190.04","190.01 x 190.04","190.02","3.68","3.28","B","I"
"2024-06-26","11:12:05:716","AMZN",195,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 195.00 C",45,"10553.00",3261,20924,858892,6300,"74.95","1.67",285921816,"1.40","0.77","1.42","0.24","C","ISE","SingLegAuctNonISO","Normal Trade","1.39","1.42","1.39 x 1.42","1.40","1.02",9.220832824707031,"23.75","-0.01","0.31","0.05","0.11","-0.14","0.01","190.85","190.88","190.85 x 190.88","190.87","4.53","4.13","I","I"
"2024-06-26","10:37:12:906","AMZN",192.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 192.50 C",45,"18683.00",2581,14916,855382,4050,"22.07","0.49",281779895,"0.90","0.58","0.90","0.30","C","NASD","AutoExecution","Normal Trade","0.90","0.91","0.90 x 0.91","0.90","1.01",2.2450690269470215,"30.45","0.02","0.31","0.08","0.05","-0.39","0.00","190.07","190.10","190.07 x 190.10","190.08","3.74","3.34","B","I"
"2024-06-26","10:36:40:113","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",6415,39500,855472,8325,"4.46","0.10",279810537,"1.85","1.10","1.85","0.29","C","MRX","SingLegAuctNonISO","Normal Trade","1.84","1.87","1.84 x 1.87","1.75","1.00",2.24548602104187,"29.18","0.01","0.53","0.09","0.06","-0.44","0.01","190.10","190.11","190.10 x 190.11","190.10","3.76","3.35","I","I"
"2024-06-26","10:35:19:512","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",6227,38709,854167,7560,"63.96","1.42",274441551,"1.68","0.93","1.69","0.29","C","NASD","IntermarketSweep","Normal Trade","1.68","1.72","1.68 x 1.72","1.68","1.00",2.246319055557251,"28.80","0.01","0.50","0.09","0.06","-0.44","0.01","189.81","189.82","189.81 x 189.82","189.81","3.47","3.07","B","I"
"2024-06-26","11:05:43:828","AMZN",192.5,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 192.50 C",45,"4493.00",1560,8254,860131,10755,"119.50","2.66",269152929,"2.39","1.35","2.36","0.23","C","EMLD","AutoExecution","Normal Trade","2.35","2.39","2.35 x 2.39","2.39","1.01",9.2252779006958,"23.51","-0.00","0.45","0.06","0.12","-0.16","0.02","191.13","191.15","191.13 x 191.15","191.15","4.81","4.41","A","I"
"2024-06-26","10:32:48:273","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",5794,36475,855809,8685,"85.80","1.91",263550100,"1.93","1.17","1.91","0.30","C","BOX","SingLegAuctNonISO","Normal Trade","1.90","1.93","1.90 x 1.93","1.76","1.00",2.2481250762939453,"29.82","0.02","0.53","0.09","0.06","-0.45","0.01","190.17","190.19","190.17 x 190.19","190.16","3.82","3.42","A","I"
"2024-06-26","10:32:12:262","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",5585,35035,854595,8055,"59.13","1.31",260577289,"1.79","1.03","1.78","0.30","C","ISE","SingLegAuctNonISO","Normal Trade","1.78","1.80","1.78 x 1.80","1.79","1.00",2.2486109733581543,"29.82","0.02","0.51","0.09","0.06","-0.45","0.01","189.90","189.92","189.90 x 189.92","189.90","3.56","3.16","I","I"
"2024-06-26","10:31:36:300","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",5414,34202,854281,7740,"74.17","1.65",258211560,"1.72","0.96","1.70","0.29","C","MIAX","SingLegAuctNonISO","Normal Trade","1.70","1.73","1.70 x 1.73","1.72","1.00",2.2488889694213867,"29.23","0.01","0.50","0.09","0.06","-0.44","0.01","189.83","189.85","189.83 x 189.85","189.85","3.51","3.11","I","I"
"2024-06-26","10:31:00:398","AMZN",215,"AMZN","2024-08-16T04:00:00.000Z","AMZN Aug16 215.00 C",45,"6603.00",40,263,853132,10710,"71.85","1.60",254928621,"2.38","0.44","2.40","0.34","C","EDGX","AutoExecution","Normal Trade","2.38","2.43","2.38 x 2.43","2.38","1.13",51.24944305419922,"33.43","-0.00","0.19","0.01","0.20","-0.06","0.05","189.58","189.59","189.58 x 189.59","189.57","3.23","2.83","B","I"
"2024-06-26","10:28:51:766","AMZN",187.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 187.50 P",45,"5763.00",873,4124,852011,4050,"81.11","1.80",244018798,"0.90","-1.04","0.88","0.28","P","NASD","AutoExecution","Normal Trade","0.89","0.90","0.89 x 0.90","0.90","0.99",2.2509028911590576,"28.78","0.02","-0.32","0.08","0.05","-0.38","-0.00","189.31","189.36","189.31 x 189.36","189.36","3.02","2.62","A","I"
"2024-06-26","10:27:56:078","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",4706,30587,853132,7065,"64.84","1.44",239390810,"1.57","0.81","1.58","0.29","C","ARCA","AutoExecution","Normal Trade","1.56","1.57","1.56 x 1.57","1.57","1.00",2.251528024673462,"28.78","0.01","0.48","0.09","0.06","-0.43","0.01","189.58","189.59","189.58 x 189.59","189.58","3.24","2.84","A","I"
"2024-06-26","10:50:21:190","AMZN",195,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 195.00 C",45,"10553.00",2684,18699,861479,7560,"22.84","0.51",229509904,"1.68","1.05","1.69","0.25","C","PHLX","SingLegAuctNonISO","Normal Trade","1.66","1.68","1.66 x 1.68","1.68","1.02",9.235902786254883,"24.54","0.00","0.34","0.05","0.11","-0.15","0.02","191.43","191.45","191.43 x 191.45","191.45","5.11","4.71","A","I"
"2024-06-26","10:25:26:131","AMZN",185,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 185.00 C",45,"8337.00",457,1906,851175,20925,"32.62","0.72",227686109,"4.65","1.55","4.66","0.30","C","EMLD","AutoExecution","Normal Trade","4.60","4.65","4.60 x 4.65","0.51","0.98",2.2532639503479004,"29.62","0.02","0.84","0.06","0.04","-0.23","0.01","189.14","189.16","189.14 x 189.16","189.15","2.81","2.41","A","I"
"2024-06-26","10:45:41:640","AMZN",200,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 200.00 C",45,"16424.00",984,10078,859387,2610,"17.07","0.38",213919042,"0.58","0.34","0.58","0.26","C","PEARL","AutoExecution","Normal Trade","0.58","0.59","0.58 x 0.59","0.58","1.05",9.239235877990723,"25.89","-0.00","0.15","0.03","0.07","-0.10","0.01","190.96","190.99","190.96 x 190.99","190.99","4.65","4.25","B","I"
"2024-06-26","10:45:20:661","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",45,"73714.00",1829,15906,858847,9000,"292.00","6.49",212530625,"2.00","0.94","1.94","0.26","C","NASD","AutoExecution","Normal Trade","1.95","2.00","1.95 x 2.00","2.00","1.05",23.239444732666016,"26.03","0.00","0.27","0.03","0.16","-0.09","0.03","190.85","190.86","190.85 x 190.86","190.87","4.53","4.13","A","I"
"2024-06-26","10:41:25:552","AMZN",200,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 200.00 C",45,"16424.00",815,6621,855202,1980,"21.66","0.48",201215626,"0.44","0.20","0.44","0.26","C","MRX","SingLegAuctNonISO","Normal Trade","0.44","0.46","0.44 x 0.46","0.44","1.05",9.24222183227539,"25.61","-0.01","0.12","0.03","0.06","-0.08","0.01","190.03","190.06","190.03 x 190.06","190.04","3.70","3.30","B","I"
"2024-06-26","10:41:22:912","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",45,"73714.00",1425,8002,855135,7605,"34.98","0.78",201114860,"1.69","0.63","1.70","0.25","C","NASDBX","AutoExecution","Normal Trade","1.69","1.72","1.69 x 1.72","1.69","1.05",23.24222183227539,"25.37","-0.00","0.24","0.03","0.15","-0.08","0.03","190.02","190.04","190.02 x 190.04","190.04","3.70","3.30","B","I"
"2024-06-26","10:17:40:433","AMZN",192.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 192.50 C",45,"18683.00",787,4142,848609,2340,"40.72","0.90",197480644,"0.52","0.20","0.51","0.30","C","ISE","SingLegAuctNonISO","Normal Trade","0.51","0.53","0.51 x 0.53","0.52","1.02",2.258610963821411,"30.44","0.02","0.21","0.06","0.04","-0.29","0.00","188.57","188.59","188.57 x 188.59","188.59","2.25","1.85","I","I"
"2024-06-26","10:16:04:005","AMZN",187.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 187.50 C",45,"11945.00",1704,7904,847215,9900,"8.86","0.20",190918621,"2.20","0.54","2.20","0.29","C","GEMX","AutoExecution","Normal Trade","2.18","2.22","2.18 x 2.22","1.44","1.00",2.2597219944000244,"28.98","0.02","0.59","0.09","0.06","-0.42","0.01","188.26","188.28","188.26 x 188.28","188.26","1.92","1.52","I","I"
"2024-06-26","10:34:03:501","AMZN",200,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 200.00 C",45,"73714.00",1151,6269,855044,7650,"70.71","1.57",180779314,"1.70","0.64","1.72","0.26","C","EMLD","AutoExecution","Normal Trade","1.69","1.70","1.69 x 1.70","1.70","1.05",23.247222900390625,"25.46","-0.00","0.24","0.03","0.15","-0.08","0.03","190.00","190.02","190.00 x 190.02","190.02","3.68","3.28","A","I"
"2024-06-26","10:32:24:411","AMZN",150,"AMZN","2025-01-17T05:00:00.000Z","AMZN Jan17'25 150.00 C",45,"18436.00",4,50,855179,216000,"16.77","0.37",175925177,"48.00","2.65","48.00","0.33","C","NASD","AutoExecution","Normal Trade","47.55","48.40","47.55 x 48.40","7.97","0.79",205.29006958007812,"33.34","0.00","0.89","0.00","0.28","-0.01","0.68","190.03","190.05","190.03 x 190.05","190.03","3.69","3.29","I","I"
"2024-06-26","10:28:32:806","AMZN",195,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 195.00 C",45,"10553.00",1044,8101,852886,4770,"60.05","1.33",162879518,"1.06","0.43","1.05","0.24","C","PHLX","SingLegAuctNonISO","Normal Trade","1.04","1.06","1.04 x 1.06","1.06","1.03",9.251111030578613,"24.00","-0.00","0.25","0.04","0.10","-0.13","0.01","189.52","189.54","189.52 x 189.54","189.54","3.20","2.80","A","I"
"2024-06-26","10:07:37:276","AMZN",197.5,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 197.50 C",45,"8305.00",85,522,844807,315,"21.70","0.48",161676080,"0.07","-0.00","0.07","0.34","C","CBOE","SingLegAuctNonISO","Normal Trade","0.06","0.07","0.06 x 0.07","0.07","1.05",2.265763998031616,"34.76","0.02","0.04","0.02","0.01","-0.06","0.00","187.73","187.74","187.73 x 187.74","187.74","1.40","1.00","A","I"
"2024-06-26","10:24:33:159","AMZN",190,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 190.00 C",45,"17474.00",1495,6080,850275,11250,"51.97","1.15",150172622,"2.50","0.77","2.49","0.23","C","GEMX","AutoExecution","Normal Trade","2.48","2.50","2.48 x 2.50","2.50","1.01",9.253819465637207,"23.46","0.00","0.47","0.06","0.12","-0.16","0.02","188.94","188.96","188.94 x 188.96","188.95","2.61","2.21","A","I"
"2024-06-26","10:02:27:788","AMZN",190,"AMZN","2024-06-28T04:00:00.000Z","AMZN(W) Jun28 190.00 C",45,"35803.00",1729,12499,844740,3870,"32.34","0.72",144161452,"0.86","0.10","0.87","0.29","C","GEMX","AutoExecution","Normal Trade","0.85","0.87","0.85 x 0.87","0.86","1.01",2.269166946411133,"29.01","0.01","0.32","0.08","0.05","-0.37","0.00","187.71","187.73","187.71 x 187.73","187.72","1.38","0.98","I","I"
"2024-06-26","10:20:33:797","AMZN",195,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 195.00 C",45,"10553.00",739,5249,848317,3870,"28.51","0.63",140638032,"0.86","0.23","0.87","0.24","C","ARCA","AutoExecution","Normal Trade","0.86","0.87","0.86 x 0.87","0.86","1.03",9.256667137145996,"24.33","-0.00","0.21","0.04","0.09","-0.12","0.01","188.50","188.53","188.50 x 188.53","188.52","2.18","1.78","B","I"
"2024-06-26","10:17:41:192","AMZN",195,"AMZN","2024-07-19T04:00:00.000Z","AMZN Jul19 195.00 C",45,"39268.00",516,5621,848856,11610,"213.72","4.75",133660914,"2.58","0.56","2.53","0.25","C","NASD","AutoExecution","Normal Trade","2.56","2.60","2.56 x 2.60","2.58","1.03",23.25861167907715,"25.11","0.00","0.34","0.03","0.17","-0.09","0.04","188.63","188.64","188.63 x 188.64","188.63","2.29","1.89","I","I"
"2024-06-26","10:17:03:575","AMZN",195,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 195.00 C",45,"10553.00",613,4524,848294,4140,"86.66","1.93",132125300,"0.92","0.29","0.90","0.25","C","EDGX","AutoExecution","Normal Trade","0.90","0.92","0.90 x 0.92","0.92","1.03",9.259028434753418,"25.01","0.01","0.22","0.04","0.09","-0.12","0.01","188.50","188.52","188.50 x 188.52","188.50","2.16","1.76","A","I"
"2024-06-26","10:15:17:875","AMZN",195,"AMZN","2024-07-05T04:00:00.000Z","AMZN(W) Jul05 195.00 C",45,"10553.00",409,3237,847009,3870,"153.88","3.42",127303168,"0.86","0.23","0.83","0.25","C","MRX","AutoExecution","Normal Trade","0.84","0.86","0.84 x 0.86","0.86","1.04",9.26027774810791,"25.01","0.01","0.21","0.04","0.09","-0.12","0.01","188.21","188.24","188.21 x 188.24","188.23","1.89","1.49","A","I"
